120,zeigen,demonstrere,demonstrate
121,jeder,alle,everyone
122,gut,Vi vil,Good
123,mir,meg,to me
124,geben,gi,give
125,unsere,våre,our
126,unter,under,under
127,Name,Etternavn,Surname
128,sehr,veldig,very
129,durch,av,through
130,nur,kun,just
131,Formular,skjema,Form
132,Satz,setning,Sentence
133,groß,flott,big
134,denken,synes at,think
135,sagen,å si,to say
136,Hilfe,hjelp,Help
137,niedrig,lav,low
138,Linie,linje,line
139,abweichen,forskjellige,differ
140,wiederum,etter tur,in turn
141,Ursache,Opprinnelig årsak,cause
142,viel,mye,much
143,bedeuten,mener,mean
144,vor,før,in front
145,Umzug,flytting,move
146,Recht,Lov,Right
147,Junge,Ung,Young
148,alt,gammel,old
149,zu,til,to
150,gleich,samme,same
151,sie,hun,you
152,alle,Alle,Everyone
153,da,der,there
154,wenn,hvis,if
155,nach oben,opp,up
156,Verwendung,bruk,use
157,Ihre,Henne,your
158,Weg,sti,path
159,über,ovenfor,about
160,viele,mange,many
161,dann,deretter,then
162,sie,hun,you
163,schreiben,å skrive,to write
164,würde,ville,would
165,wie,hvordan,how
166,so,så,so
167,diese,disse,this
168,sie,hun,you
169,lange,Lang,Long
170,machen,gjøre,do
171,Sache,Ting,Matter
172,sehen,se,see
173,ihm,ham,him
174,zwei,to,two
175,hat,Har,Has
176,suchen,Ser etter,search
177,mehr,mer,more
178,Tag,Dag,Day
179,könnte,kunne,could
180,gehen,gå,walk
181,kommen,komme,come
182,tat,gjorde,did
183,Anzahl,Nummer,Number
184,klingen,lyd,sound
185,nicht,ikke,not
186,am meisten,det meste,most
187,Menschen,mennesker,People
188,meine,min,think
189,über,ovenfor,about
190,wissen,å vite,to know
191,Wasser,vann,water
192,als,som,as
193,Anruf,Anrop,Phone call
194,erste,først,first
195,die,de,the
196,können,kan,be able
197,nach unten,nedover,downward
198,Seite,side,side
199,gewesen,vært,been
200,jetzt,nå,now
201,finden,Finne,Find
202,Kopf,hode,head
203,stehen,stå,stand
204,besitzen,egen,own
205,Seite,side,side
206,sollte,bør,should
207,Land,land,country
208,gefunden,funnet,found
209,Antwort,svar,answer
210,Schule,skole,school
211,wachsen,vokse,grow
212,Studie,studere,study
213,noch,fortsatt,still
214,lernen,å lære,to learn
215,Anlage,system,investment
216,Abdeckung,dekke,cover
217,Lebensmittel,Mat,Food
218,Sonne,Sol,Sun
219,vier,fire,four
220,zwischen,mellom,between
221,Zustand,Stat,Condition
222,halten,beholde,keep
223,Auge,øye,Eye
224,nie,aldri,never
225,letzte,siste,last
226,lassen,tillate,to let
227,Gedanken,tanker,throughts
228,Stadt,by,city
229,Baum,tre,tree
230,überqueren,kryss,cross over
231,Bauernhof,gårdstun,Farm yard
232,schwer,tung,difficult
233,Beginn,Begynnelse,beginning
234,Macht,Makt,Makes
235,Geschichte,historie,story
236,Säge,sag,saw
237,weit,langt,far
238,Meer,hav,sea
239,ziehen,tegne,draw
240,links,Venstre,Left
241,spät,sent,late
242,laufen,å løpe,to run
243,unterlassen Sie,ikke,do not
244,während,samtidig som,during
245,Presse,trykk,Press
246,Schließen,Konkludere,Conclude
247,Nacht,natt,Night
248,realen,ekte,real
249,Leben,Liv,life
250,wenige,få,few
251,Norden,Nord,north
252,Buch,ei bok,A book
253,tragen,ha på,wear
254,nahm,tok,took
255,Wissenschaft,vitenskap,Science
256,essen,spise,eat
257,Zimmer,rom,Room
258,Freund,venn,friend
259,begann,startet,started
260,Idee,idé,idea
261,Fisch,fisk,Fish
262,berg,fjell,mountain
263,Stopp,Stoppe,stop
264,einmal,en gang,once
265,Basis,Utgangspunkt,Base
266,hören,høre,Listen
267,Pferd,hest,Horse
268,Schnitt,skjære,cut
269,sicher,Helt sikkert,secure
270,beobachten,se,watch
271,Farbe,farge,color
272,Gesicht,ansikt,face
273,Holz,tre,wood
274,Haupt-,Hode-,Main-
275,geöffnet,åpnet,opened
276,scheinen,synes,seem
277,zusammen,sammen,together
278,nächste,neste,next
279,weiß,Hvit,White
280,Kinder,barn,children
281,Start,begynne,begin
282,bekam,fikk,got
283,gehen,gå,walk
284,Beispiel,eksempel,example
285,erleichtern,legge til rette,facilitate
286,Papier,papir,paper
287,Gruppe,gruppe,group
288,immer,bestandig,always
289,Musik,musikk,music
290,diejenigen,de,those
291,beide,både,both
292,Marke,merke,brand
293,oft,ofte,often
294,Schreiben,Å skrive,To write
295,bis,før,until
296,Meile,kilometer,mile
297,Fluss,strømme,Flow
298,Auto,bil,automobile
299,Füße,Føtter,feet
300,Pflege,omsorg,Care
301,zweite,sekund,second
302,genug,nok,enough
303,Ebene,nivå,level
304,Mädchen,pike,girl
305,üblich,felles,usual
306,jung,ung,young
307,bereit,klar,ready
308,oben,ovenfor,above
309,je,noen gang,ever
310,rot,rød,red
311,Liste,liste,list
312,obwohl,selv om,although
313,fühlen,føle,feel
314,Vortrag,tale,lecture
315,Vogel,fugl,Bird
316,bald,snart,soon
317,Körper,kropp,Body
318,Hund,hund,dog
319,Familie,familie,family
320,direkt,direkte,direct
321,Pose,posere,pose
322,verlassen,forlater,leaving
323,Lied,sang,song
324,messen,måle opp,measure up
325,Tür,dør,door
326,Produkt,produkt,product
327,schwarz,svart,black
328,kurz,kort,short
329,Zahl,Nummer,Number
330,Klasse,Flott,Class
331,Wind,vind,wind
332,Frage,spørsmål,question
333,passieren,skje,happen
334,vollständig,Helt,Completely
335,Schiff,skip,Ship
336,Bereich,område,area
337,Hälfte,halv,half
338,Stein,stein,Stone
339,bestellen,rekkefølge,to order
340,Feuer,Brann,Fire
341,Süden,sør,south
342,Problem,problem,problem
343,Stück,stykke,piece
344,sagte,sa,said
345,wusste,visste,knew
346,passieren,skje,happen
347,seit,siden,since
348,obere,øverste,upper
349,ganze,hel,whole
350,König,konge,king
351,Straße,gate,street
352,Zoll,toll,Customs
353,multiplizieren,multiplisere,multiply
354,nichts,ingenting,Nothing
355,Kurs,kurs,course
356,bleiben,oppholde seg,stay
357,Rad,hjul,wheel
358,voll,fullt,fully
359,Kraft,makt,power
360,blau,blå,blue
361,Objekt,gjenstand,object
362,entscheiden,Bestemme seg for,decide
363,Oberfläche,flate,surface
364,tief,dyp,deep
365,Mond,måne,moon
366,Insel,Øy,Island
367,Fuß,fot,Foot
368,System,system,system
369,beschäftigt,ansatt,employed
370,Prüfung,test,Test
371,Rekord,ta opp,record
372,Boot,båt,boat
373,gemeinsam,sammen,together
374,goldenen,gylden,golden
375,möglich,mulig,possible
376,Flugzeug,fly,Airplane
377,statt,i stedet for,instead of
378,trocken,tørke,dry
379,Wunder,lure på,Wonder
380,Lachen,Latter,Laugh
381,tausend,tusen,thousand
382,vor,før,in front
383,lief,løp,ran
384,überprüfen,kryss av,check
385,Spiel,spill,Game
386,Form,form,shape
387,gleichsetzen,likestille,equate
388,heiß,varmt,hot
389,Fehl,Gå glipp av,miss
390,gebracht,brakte med seg,brought
391,Wärme,varme,warmth
392,Schnee,snø,snow
393,Reifen,dekk,tires
394,bringen,bringe,bring
395,ja,Ja,Yes
396,entfernt,fjernet,removed
397,füllen,å fylle,to fill
398,Osten,øst,east
399,malen,å male,to paint
400,Sprache,Språk,language
401,unter,under,under
402,Einheit,enhet,Unit
403,Macht,Makt,Makes
404,Stadt,by,city
405,fein,fint,fine
406,sicher,Helt sikkert,secure
407,fliegen,å fly,to fly
408,fallen,falle,fall
409,führen,å lede,to lead
410,Schrei,Hyle,Scream
411,dunkel,mørk,dark
412,Maschine,maskin,machine
413,note,karakter,grade
414,warten,vente,waiting
415,Plan,plan,plan
416,Abbildung,Illustrasjon,Illustration
417,Stern,stjerne,star
418,Kasten,kasse,Crate
419,Nomen,substantiv,noun
420,Feld,felt,Field
421,Rest,hvile,rest
422,richtig,riktig,correct
423,fähig,i stand til å,able to
424,Pfund,lb,lb
425,getan,gjorde,did
426,Schönheit,skjønnhet,beauty
427,Antriebs,Kjøre,drive
428,stand,stod,was standing
429,enthalten,inneholde,contain
430,Front,front,front
431,lehren,å lære,to teach
432,Woche,uke,Week
433,Finale,endelig,final
434,gab,ga,gave
435,grün,grønn,green
436,oh,Åh,Oh
437,schnell,fort,fast
438,entwickeln,å utvikle,to develop
439,Ozean,hav,ocean
440,warme,varme,warmth
441,kostenlos,gratis,for free
442,Minute,minutt,minute
443,stark,sterk,strong
444,besondere,spesiell,special
445,Geist,spøkelse,Spirit
446,hinter,Bak,Behind
447,klar,klar,clear
448,Schwanz,hale,tail
449,produzieren,å produsere,to produce
450,Tatsache,faktum,fact
451,Raum,rom,Space
452,gehört,hørt,heard
453,beste,beste,best
454,Stunde,time,Hour
455,besser,bedre,better
456,wahr,ekte,TRUE
457,während,samtidig som,during
458,hundert,hundre,hundred
459,fünf,fem,five
460,merken,legge merke til,notice
461,Schritt,steg,Step
462,früh,tidlig,early
463,halten,beholde,keep
464,Westen,vest,west
465,Boden,gulv,floor
466,Interesse,renter,interest
467,erreichen,å nå,reach
468,schnell,fort,fast
469,Verbum,verb,verb
470,singen,å synge,to sing
471,hören,høre,Listen
472,sechs,seks,six
473,Tabelle,Tabel,tabel
474,Reise,tur,travel
475,weniger,færre,fewer
476,Morgen,morgen,morning
477,zehn,ti,ten
478,einfach,enkel,easy
479,mehrere,flere,several
480,Vokal,vokal,vocal
481,auf,på,on
482,Krieg,krig,War
483,legen,plass,lay
484,gegen,imot,against
485,Muster,mal,Pattern
486,schleppend,dra,sluggish
487,Zentrum,senter,center
488,Liebe,kjærlighet,love
489,Person,person,person
490,Geld,penger,money
491,dienen,å servere,to serve
492,erscheinen,vises,appear
493,Straße,gate,street
494,Karte,kart,Map
495,regen,regn,rain
496,Regel,regel,Rule
497,regieren,styre,govern
498,ziehen,tegne,draw
499,Kälte,kald,cold
500,Hinweis,Merk,a notice
501,Stimme,stemme,Voice
502,Energie,energi,energy
503,Jagd,jakt,hunt
504,wahrscheinlich,sannsynligvis,probably
505,Bett,seng,bed
506,Bruder,Brødre,Brothers
507,Ei,egg,egg
508,Fahrt,reise,journey
509,Zelle,celle,cell
510,glauben,tro,believe
511,vielleicht,kanskje,perhaps
512,pflücken,plukke,pick
513,plötzlich,plutselig,suddenly
514,zählen,teller,counting
515,Platz,plass,Place
516,Grund,Årsaken,reason
517,Dauer,varighet,duration
518,vertreten,representere,represent
519,Kunst,Kunst,art
520,Thema,emne,theme
521,Region,region,region
522,Größe,størrelse,size
523,variieren,variere,vary
524,regeln,regler,regulate
525,sprechen,snakke,to speak
526,Gewicht,vekt,Weight
527,allgemein,som regel,general
528,Eis,iskrem,Ice
529,Materie,saken,matter
530,Kreis,sirkel,Circle
531,Paar,Par,Pair
532,umfassen,inkludere,include
533,Kluft,mellomrom,gap
534,Silbe,stavelse,syllable
535,Filz,følte,felt
536,groß,flott,big
537,Kugel,Kule,Bullet
538,noch,fortsatt,still
539,Welle,bølge,Wave
540,fallen,falle,fall
541,Herz,hjerte,heart
542,Uhr,klokke,watch
543,vorhanden,tilgjengelig,present
544,schwer,tung,difficult
545,Tanz,danse,dance
546,Motor,motor,engine
547,Position,posisjon,position
548,Arm,dårlig,poor
549,breit,bred,wide
550,Segel,seile,sail
551,Material,materiale,material
552,Fraktion,brøkdel,fraction
553,Wald,skog,forest
554,sitzen,sitte,to sit
555,Rennen,løpe,Run
556,Fenster,vindu,window
557,Speicher,Oppbevaring,Storage
558,Sommer,sommer,Summer
559,Zug,tog,train
560,Schlaf,søvn,Sleep
561,beweisen,bevise,to prove
562,einsam,ensom,lonely
563,Bein,bein,leg
564,Übung,en praksis,exercise
565,Wand,vegg,Wall
566,Fang,Å fange,catch
567,Berg,fjell,Mountain
568,wünschen,skulle ønske,wish
569,Himmel,himmel,Heaven
570,Board,borde,board
571,Freude,glede,joy
572,Winter,vinter,winter
573,sa,sa,sat
574,geschrieben,skrevet,written
575,wilden,vill,wild
576,Instrument,instrument,instrument
577,gehalten,holdt,held
578,Glas,Glass,Glass
579,Gras,gress,grass
580,Kuh,ku,Cow
581,Arbeit,jobb,work
582,Rand,kant,edge
583,Zeichen,skilt,Sign
584,Besuch,besøk,Visit
585,Vergangenheit,forbi,past
586,weich,myk,soft
587,Spaß,moro,fun
588,hell,lys,bright
589,Gases,Gass,gases
590,Wetter,vær,weather
591,Monat,måned,Month
592,Million,million,million
593,tragen,ha på,wear
594,Finish,bli ferdig,finish
595,glücklich,lykkelig,happy
596,hoffen,håp,hope
597,blume,blomst,flower
598,kleiden,kjole,dress
599,seltsam,rar,strange
600,Vorbei,Forbi,Past
601,Handel,handel,trade
602,Melodie,melodi,melody
603,Reise,tur,travel
604,Büro,kontor,office
605,empfangen,motta,receive
606,Reihe,linje,Row
607,Mund,munn,mouth
608,genau,presist,exactly
609,Zeichen,skilt,Sign
610,sterben,dø,to die
611,am wenigsten,i det minste,at least
612,Ärger,problemer,aggravation
613,Schrei,Hyle,Scream
614,außer,unntatt,except
615,schrieb,skrev,wrote
616,Samen,Frø,seed
617,Ton,volum,volume
618,beitreten,bli med,to join
619,vorschlagen,foreslå,suggest
620,sauber,ren,clean
621,Pause,Gå i stykker,Break
622,Dame,dame,lady
623,Hof,domstol,court
624,steigen,stige,climb
625,schlecht,dårlig,bad
626,Schlag,Blåse,blow
627,Öl,olje,oil
628,Blut,blod,blood
629,berühren,ta på,touch
630,wuchs,vekst,growth
631,Cent,cent,cent
632,mischen,Blande,Mix
633,Mannschaft,team,team
634,Draht,metalltråd,wire
635,Kosten,kostnader,Costs
636,verloren,tapt,lost
637,braun,brun,brown
638,tragen,ha på,wear
639,Garten,hage,Garden
640,gleich,samme,same
641,gesendet,sendt,sent
642,wählen,Plukke ut,Select
643,fiel,falt,fell
644,passen,passe,fit
645,fließen,strømme,flow
646,Messe,industrimesse,Industrial fair
647,Bank,Bank,Bank
648,sammeln,samle inn,collect
649,sparen,lagre,save
650,Kontrolle,kontroll,control
651,dezimal,desimal,decimal
652,Ohr,øre,Ear
653,sonst,ellers,otherwise
654,ganz,ganske,quite
655,pleite,blakk,broke
656,Fall,sak,case
657,Mitte,senter,center
658,töten,drepe,kill
659,Sohn,sønn,Son
660,See,innsjø,lake
661,Moment,øyeblikk,moment
662,Maßstab,skala,scale
663,laut,i følge,according to
664,Frühling,vår,spring
665,beobachten,se,watch
666,Kind,barn,child
667,gerade,bare,just
668,Konsonant,konsonant,consonant
669,Nation,nasjon,nation
670,Wörterbuch,ordbok,dictionary
671,milch,melk,milk
672,Geschwindigkeit,hastighet,speed
673,Verfahren,fremgangsmåte,procedure
674,Orgel,organ,organ
675,zahlen,teller,to count
676,Alter,alder,age
677,Abschnitt,seksjon,section
678,Kleid,en kjole,a dress
679,Wolke,Sky,Cloud
680,Überraschung,overraskelse,surprise
681,ruhig,stille,calm
682,Stein,stein,Stone
683,winzig,liten,tiny
684,Aufstieg,Stigning,rise
685,kühlen,kul,cool
686,Entwurf,utkast,draft
687,arm,dårlig,poor
688,Menge,mye,quantity
689,Versuch,forsøk,experiment
690,Boden,gulv,floor
691,Schlüssel,nøkkel,key
692,Eisen,jern,iron
693,Einzel,singler,singles
694,Stick,Pinne,Stick
695,Wohnung,leilighet,apartment
696,zwanzig,tjue,twenty
697,Haut,hud,skin
698,Lächeln,smil,to smile
699,Falte,rynke,wrinkle
700,Loch,hull,Hole
701,springen,hoppe,jump
702,Kind,barn,child
703,acht,åtte,eight
704,Dorf,landsby,village
705,treffen,møte,meet
706,Wurzel,rot,root
707,kaufen,å kjøpe,to buy
708,erhöhen,heve,raise
709,lösen,å løse,to solve
710,Metall,metall,metal
711,ob,hvis,if
712,drücken,å trykke,press
713,sieben,syv,seven
714,Absatz,enhetsvolum,Unit volume
715,dritte,tredje,third
716,wird,vil,will
717,Hand,hånd,hand
718,Haar,hår,hair
719,beschreiben,beskrive,describe
720,Koch,en kokk,cook
721,Boden,gulv,floor
722,entweder,enten,either
723,Ergebnis,Resultat,result
724,brennen,brenne,burn
725,Hügel,høyde,hill
726,sicher,Helt sikkert,secure
727,Katze,katt,Cat
728,Jahrhundert,århundre,century
729,betrachten,hensyn,consider
730,Typ,Type,Type
731,Gesetz,lov,Law
732,Bit,bit,bit
733,Küste,kyst,coast
734,Kopie,Kopiere,Copy
735,Ausdruck,uttrykk,Expression
736,still,stille,quiet
737,hoch,høy,high
738,Sand,sand,sand
739,Boden,gulv,floor
740,Rolle,rolle,role
741,Temperatur,temperatur,temperature
742,Finger,finger,finger
743,Industrie,Industri,Industry
744,Wert,verdi,value
745,Kampf,streve,Battle
746,Lüge,å ligge,lie
747,schlagen,slå,beat
748,begeistern,inspirere,inspire
749,natürlich,Naturlig,naturally
750,Blick,utsikt,View
751,Sinn,føle,sense
752,Hauptstadt,hovedstad,capital city
753,wird nicht,vil ikke,will not
754,Stuhl,stol,chair
755,Achtung,Merk følgende,Danger
756,Obst,frukt,fruit
757,reich,rik,rich
758,dick,tykk,thick
759,Soldat,soldat,soldier
760,Prozess,prosess,process
761,betreiben,operere,operate
762,Praxis,øve på,Practice
763,trennen,skille,separate
764,schwierig,vanskelig,difficult
765,Arzt,doktor,physician
766,Bitte,Værsågod,Please
767,schützen,beskyttelse,protection
768,Mittag,middag,Midday
769,Ernte,innhøsting,harvest
770,modernen,moderne,modern
771,Elementes,Element,elements
772,treffen,møte,meet
773,Schüler,elever,pupils
774,Ecke,hjørne,Corner
775,Partei,Politisk parti,Political party
776,Versorgung,omsorg,care
777,deren,hvem sin,whose
778,lokalisieren,Lokaliser,locate
779,Rings,Ringer,rings
780,Charakter,karakter,character
781,insekt,insekt,insect
782,gefangen,fanget,captive
783,Zeit,Tid,time
784,zeigen,demonstrere,demonstrate
785,Funk,Trådløst,Wireless
786,Speiche,snakket,spoke
787,Atom,atom,atom
788,Mensch,person,person
789,Geschichte,historie,story
790,Wirkung,effekt,Effect
791,elektrisch,elektrisk,electric
792,erwarten,forvente,expect
793,Knochen,bein,Bone
794,Schiene,skinne,rail
795,vorstellen,introdusere,introduce
796,bieten,By på,Offer
797,zustimmen,bli enige,agree
798,so,så,so
799,sanft,myk,soft
800,Frau,Fru,woman
801,Kapitän,kaptein,captain
802,erraten,Gjett,guess
803,erforderlich,nødvendig,necessary
804,scharf,krydret,spicy
805,Flügel,vinge,wing
806,schaffen,skape,create
807,Nachbar,Nabo,Neighbor
808,Wasch,Vask,wash
809,Fledermaus,flaggermus,bat
810,eher,heller,rather
811,Menge,mye,quantity
812,mais,Korn,Corn
813,vergleichen,å sammenligne,to compare
814,Gedicht,dikt,poem
815,Schnur,linje,line
816,Glocke,Klokkekrukke,Bell jar
817,abhängen,avhenge,depend
818,Fleisch,kjøtt,meat
819,einreiben,gni inn,rub in
820,Rohr,rør,Pipe
921,berühmt,berømt,famous
822,Dollar,dollar,dollar
823,Strom,strøm,electricity
284,Angst,angst,fear
825,Blick,utsikt,View
826,dünn,slank,thin
827,Dreieck,triangel,triangle
828,Erde,Jord,Earth
829,Eile,Skynde deg,Hurry
830,Chef,sjef,boss
831,Kolonie,koloni,colony
832,Uhr,klokke,watch
833,Mine,min,mine
834,Krawatte,slips,Necktie
835,eingeben,input,input
836,Dur,major,major
837,frisch,fersk,fresh
838,Suche,søke,Seek
839,senden,sende,send
840,gelb,gul,yellow
841,Pistole,pistol,pistol
842,erlauben,tillate,to permit
843,Druck,press,Print
844,tot,død,dead
845,Stelle,Jobb,Job
846,Wüste,ørken,Desert
847,Anzug,menns dress,men's suit
848,Strom,strøm,electricity
840,Aufzug,heis,Elevator
850,stiegen,rose,rose
851,ankommen,ankomme,arrive
852,Stamm,stamme,tribe
853,Spur,spor,track
854,Elternteil,forelder,parent
855,Ufer,elvebredden,Riverbank
856,Teilung,inndeling,division
857,Blatt,ark,Sheet
858,Substanz,substans,substance
859,begünstigen,favorisere,favor
860,verbinden,forbinder,associate
861,nach,etter,to
862,verbringen,bruke,spend
863,Akkord,akkord,chord
864,Fett,fett,Fat
865,froh,gledelig,joyful
866,Original,opprinnelig,original
867,Aktie,dele,share
868,Station,stasjon,station
869,Papa,far,father
870,Brot,brød,bread
871,aufladen,lade,charge
872,richtig,riktig,correct
873,Leiste,stripe,strip
874,Angebot,by på,offer
875,Segment,segmentet,segment
876,Sklave,slave,slave
877,ente,and,duck
878,Augenblick,øyeblikk,moment
879,Markt,marked,market
880,Grad,Grad,Degree
881,besiedeln,bosette seg,settle
882,küken,kylling,chick
883,liebe,kjærlighet,love
884,Feind,fiende,Enemy
885,antworten,svar,reply
886,Getränk,drikke,drink
887,auftreten,vises,appear
888,Unterstützung,Brukerstøtte,support
889,Rede,tale,speech
890,Natur,natur,Nature
891,Angebot,by på,offer
892,Dampf,damp,steam
893,Bewegung,Bevege seg,Movement
894,Weg,sti,path
895,Flüssigkeit,væske,liquid
896,protokollieren,å logge,to log
897,gemeint,betydde,meant
898,Quotient,kvotient,quotient
899,Gebiss,protese,denture
900,Schale,skrelle,Peel
901,Hals,hals,throat
902,Sauerstoff,oksygen,oxygen
903,Zucker,sukker,sugar
904,Tod,død,Death
905,ziemlich,ganske,pretty much
906,Geschicklichkeit,ferdighet,skill
907,Frauen,kvinner,Women
908,Saison,årstid,season
909,Lösung,løsning,solution
910,Magnet,magnet,magnet
911,Silber,sølv,Silver
912,danken,å takke,to thank
913,Zweig,gren,branch
914,Spiel,spill,Game
915,Suffix,suffiks,suffix
916,insbesondere,spesielt,especially
917,Feige,Feigt,Coward
918,ängstlich,redd,scared
919,riesig,gigantisk,gigantic
920,Schwester,søster,sister
921,Stahl,stjal,stole
922,diskutieren,å diskutere,to discuss
923,vorwärts,framover,forward
924,ähnlich,lignende,similar
925,führen,å lede,to lead
926,Erfahrung,erfaring,experience
927,Partitur,poengsum,score
928,apfel,eple,Apple
929,gekauft,kjøpt,Bought
930,geführt,guidet,guided
931,Tonhöhe,tonehøyde,pitch
932,Mantel,en frakk,a coat
933,Masse,Dimensjoner,Dimensions
934,Karte,kart,Map
935,Band,teip,tape
936,Seil,tau,Rope
937,Rutsch,lysbilde,Slide
938,gewinnen,å vinne,to win
939,träumen,drøm,dream
940,Abend,kveld,evening
941,Zustand,Stat,Condition
942,Futtermittel,Mate,feed
943,Werkzeug,verktøy,Tool
944,gesamt,Total,total
945,Basis,Utgangspunkt,Base
946,Geruch,lukt,Odor
947,Tal,dal,valley
948,noch,fortsatt,still
949,doppelt,dobbelt,double
950,Sitz,Sete,Seat
951,fortsetzen,Fortsette,continue
952,Block,blokkere,block
953,Tabelle,Tabel,tabel
954,Hut,lokk,cap
955,verkaufen,Selger,Selling
956,Erfolg,suksess,success
957,Firma,selskap,company
958,subtrahieren,trekke fra,subtract
959,Veranstaltung,begivenhet,event
960,besondere,spesiell,special
961,viel,mye,much
962,schwimmen,svømme,swim
963,Begriff,uttrykk,expression
964,Gegenteil,motsatte,opposite
965,Frau,Fru,woman
966,Schuh,sko,shoe
967,Schulter,skulder,shoulder
968,Verbreitung,fordeling,distribution
969,arrangieren,arrangere,arrange
970,Lager,leir,warehouse
971,erfinden,finne opp,invent
972,Baumwolle,bomull,Cotton
973,geboren,Født,born
974,bestimmen,fastslå,determine
975,Quart,kvart,quart
976,neun,ni,nine
977,Lastwagen,lastebil,truck
978,Lärm,bråk,Noise
979,Ebene,nivå,level
980,Chance,sjanse,chance
981,sammeln,samle inn,collect
982,Geschäft,butikk,Business
983,Stretch,Tøye ut,stretch
984,werfen,kaste,throw
985,Glanz,skinne,shine
986,Immobilien,eiendom,property
987,Spalte,dele,Split
988,Molekül,molekyl,molecule
989,wählen,Plukke ut,Select
990,falsch,Ikke korrekt,not correct
991,grau,Grå,Gray
992,Wiederholung,gjentakelse,repetition
993,erfordern,krever,require
994,breit,bred,wide
995,vorbereiten,forberede,to prepare
996,Salz,salt,Salt
997,Nase,nese,Nose
998,mehreren,flere,several
999,Zorn,sinne,anger
1000,Anspruch,krav,claim
